Post_ID: 2514612068813197256	|Post_Code: CLlslqFhU_I	|Owner_ID: 3264184642	|Likes: 27	|Time_Stamp: 1613985139	|Tags: ['#at', '#at2019', '#atnobo2019']	|Caption: #at #at2019 #atnobo2019
Post_ID: 2119959262408053303	|Post_Code: B1rm7eWIZI3	|Owner_ID: 10352112610	|Likes: 452	|Time_Stamp: 1566938859	|Tags: []	|Caption: THE END! Today I summited Mt. Kathadin which mark the end of an incredible journey! It took me 165 days to accomplish it and now it’s time to celebrate with my Tramily! Thank you so much everyone who followed me into this crazy adventure!
Post_ID: 2119903472114712507	|Post_Code: B1raPnlg7-7	|Owner_ID: 11639568889	|Likes: 25	|Time_Stamp: 1566932208	|Tags: ['#Sunset', '#Sunrise', '#BromleyMountain', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 144/145: Sunrise and sunset on top of Bromley Mountain. #Sunset #Sunrise #BromleyMountain #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2119901422903584568	|Post_Code: B1rZxzHA2c4	|Owner_ID: 11639568889	|Likes: 31	|Time_Stamp: 1566931964	|Tags: ['#BromleyMountain', '#SummerSkiResort', '#SkiLyft', '#TramilyLove', '#McDonalds', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 144: We hiked a whole 3 miles out of town to the top of Bromley Mountain, which is a ski resort in the winter. We did make the mistake of eatting McDonalds before heading out. Our meals went right through all of us before reaching the summit. #BromleyMountain #SummerSkiResort #SkiLyft #TramilyLove #McDonalds #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2119895503842910748	|Post_Code: B1rYbqjgSIc	|Owner_ID: 11639568889	|Likes: 27	|Time_Stamp: 1566931258	|Tags: ['#Blessing', '#Starbucks', '#PupCup', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 144: We met these three trail angel's(dog included) outside Starbucks. It is always so enjoyable talking with people in the different towns we pass through. @leeweliczka even paid for our starbucks! #Blessing #Starbucks #PupCup #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2119882459423224225	|Post_Code: B1rVd1_gLGh	|Owner_ID: 11639568889	|Likes: 19	|Time_Stamp: 1566929703	|Tags: ['#RainyDay', '#NoPainNoRainNoMaine', '#NoViews', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 142: Woke up to a wet one and stayed wet all day long... until I got to a shelter and changed into my dry sleep clothes. #RainyDay #NoPainNoRainNoMaine #NoViews #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2119880073107608306	|Post_Code: B1rU7HkAhLy	|Owner_ID: 191290861	|Likes: 37	|Time_Stamp: 1566929419	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 147 | Mile 1930.5 | 260.4 To go |<br>I thought getting out of the “Whites” the trail would get easier, WRONG! The past few days have been some of the hardest trail yet. I’ve been lucky to get anything over 10 miles in a day. Got to the infamous Mahoosuc Notch yesterday, in the guidebook is the “most difficult or fun mile on the AT”. It was both fun and difficult but ate a good chunk of the day. Then, right after the Mahoosuc Notch was the Mahoosuc Arms. A steep, rocky boulder climb up 2000ft. It was rough. Got into Speck Pond Shelter and collapsed, 😂. Still have about 50 miles of ups and downs until it finally flattens out, until then, it’s slow going. Still getting some epic views of maine and can still see Mt. Washington off in the horizon, which is a little disheartening 🙄. Almost there crew, lets get it!! 👍. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on.<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
Post_ID: 2119879443173512239	|Post_Code: B1rUx85ApQv	|Owner_ID: 11639568889	|Likes: 25	|Time_Stamp: 1566929344	|Tags: ['#Vermont', '#Mud', '#PlankWalking', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 141: We have been crossing paths with south bound hikers and they said Vermont was muddy and had views... they did not lie. I am very thankful for trail workers who put planks down and for the views we are starting to get again. #Vermont #Mud #PlankWalking #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2119877738750988690	|Post_Code: B1rUZJhgtGS	|Owner_ID: 11639568889	|Likes: 21	|Time_Stamp: 1566929140	|Tags: ['#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 140: 1600 mile mark! Less than 600 miles to Katahdin! #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2119874362604690086	|Post_Code: B1rToBPgpqm	|Owner_ID: 11639568889	|Likes: 35	|Time_Stamp: 1566928738	|Tags: ['#Vermont', '#StateBoarder', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 140: Hello Vermont. Goodbye Massachusetts. We have completed 11/14 states so far. #Vermont #StateBoarder #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2119365471015056712	|Post_Code: B1pf6rBFLVI	|Owner_ID: 4868901087	|Likes: 23	|Time_Stamp: 1566868073	|Tags: ['#atnobo2019', '#thruhike', '#appalachiantrail']	|Caption: Holy shit we made it to Vermont!  #atnobo2019 #thruhike #appalachiantrail
Post_ID: 2119064220029158540	|Post_Code: B1oba5LFASM	|Owner_ID: 5888244329	|Likes: 310	|Time_Stamp: 1566832161	|Tags: []	|Caption: I DID IT!!! At 1:20pm on Sunday, August 25th, under crystal blue skies, I made it to the summit of Mount Katahdin, completing a four month, twenty eight day, 2,192 mile trek from Georgia to Maine!<br>.<br>.<br>.<br>I’ll have the writeup in a bit, but I’d like to send a preemptive thanks, a high five and a fist bump to everyone who’s helped me on this journey. Every day was tough and a lot of hard work, and knowing I had all of your support and would let everyone down if I quit on a bad day kept me moving, through the snow, sleet and hail. And mud. And rocks. So many rocks. Thank you so, so much for everything!
Post_ID: 2119001858312223724	|Post_Code: B1oNPaTF7vs	|Owner_ID: 8978143672	|Likes: 124	|Time_Stamp: 1566824727	|Tags: []	|Caption: Real time update: Yesterday I passed this sign! So excited to have a month left of hiking. 🙂
Post_ID: 2118997475818184284	|Post_Code: B1oMPoyF55c	|Owner_ID: 4868901087	|Likes: 15	|Time_Stamp: 1566824205	|Tags: ['#atnobo2019', '#thruhike', '#appalachiantrail']	|Caption: Awww. 💗💗💗 #atnobo2019 #thruhike #appalachiantrail
Post_ID: 2118987431574406672	|Post_Code: B1oJ9eWgoYQ	|Owner_ID: 191290861	|Likes: 57	|Time_Stamp: 1566823008	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 146 | Mile 1910.6 | 280.9 To go<br>MAINE BABY!!! Wooooo!!<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
Post_ID: 2118937021099980012	|Post_Code: B1n-f58FrTs	|Owner_ID: 8126764409	|Likes: 111	|Time_Stamp: 1566816998	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#makeportraits', '#nobo', '#pawling', '#hudsonvalley', '#photoshoot', '#trailshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#appalachiantrailboardwalk', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#whiteblaze', '#atthruhike2019']	|Caption: I met Freebird along the Swamp River Boardwalk in Pawling, NY about 2 weeks ago.  Freebird took to the trail on March 24th for his NOBO thru-hike.  He comes from Texas, and as you can see from his hat, not only is he a hiker, but also a rugby player.  Have a great rest of your trek Freebird! 📸Photos by: @justin_goodhart_photography<br>#appalachiantrail #harlemvalley #hikerportrait . .<br>.<br>.<br>.<br>#makeportraits #nobo #pawling #hudsonvalley #photoshoot #trailshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  @native_landscapes #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #appalachiantrailboardwalk @appalachianmountainclub  @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #hitthetrail #whiteblaze #atthruhike2019
Post_ID: 2118695067270142256	|Post_Code: B1nHfA4Alkw	|Owner_ID: 11639568889	|Likes: 33	|Time_Stamp: 1566788155	|Tags: ['#TrailBirthday', '#Parade', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 139 (August 18): TRAIL BIRTHDAY! Thank you to all who helped make it a special day... especially @cbakebake and @ryanmcdonaldxk for spending the day with me. #TrailBirthday #Parade #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2118690360296432743	|Post_Code: B1nGahKg2Rn	|Owner_ID: 11639568889	|Likes: 30	|Time_Stamp: 1566787594	|Tags: ['#Rain', '#Poncho', '#Motel', '#AppalachianTrail', '#ThruHiker', '#ATTrail', '#ATNOBO2019']	|Caption: Day 138 and 139: Thanking our lucky stars that we were in a motel for two nights because the heavens opened up and watered the earth. #Rain #Poncho #Motel #AppalachianTrail #ThruHiker #ATTrail #ATNOBO2019
Post_ID: 2118450386248662904	|Post_Code: B1mP2b6o_94	|Owner_ID: 10352112610	|Likes: 137	|Time_Stamp: 1566758987	|Tags: []	|Caption: Welcome to the 100 mile Wildness! 🏔🍃🌲
Post_ID: 2118406790500387756	|Post_Code: B1mF8CNjQus	|Owner_ID: 4992855226	|Likes: 123	|Time_Stamp: 1566753790	|Tags: []	|Caption: On August 14th (the birthday of the Appalachian Trail) I left my northbound wandering life to rejoin society at large. I gave myself three months and five days to see how far I could walk from Georgia— expecting to make it to Harper’s Ferry (~1000mi). Little did I know, that in that time, would dash through 10 states and make it over 1400 miles to Connecticut! Here’s some sights from my last four states- PA, NJ, NY, and CT. .<br>Departing from the trail was bittersweet; I was saying farewell to an old friend I’d grown to know so well. Farewell to a lifestyle framed by the sunrise and sunset, guided by the watering holes, shelters, mountain peaks, and meadows along the way. A life centered around small increments of forward progress in a constant trek towards Maine. One that cultivates a deep appreciation for the smallest pleasures like like a snail on the perfect moss patch, a patch of sunlight after a rainstorm, or some nice toilet paper. <br>Through New Jersey I hiked with old and new friends for hours and for days! I was fortunate enough to be rejoined by Christian for the last 15mi of my journey as he geared up to return to the long trek after healing for over a month. My parents met us at my finish and we embraced at Connecticut’s border, “The Gateway to New England”. .<br>Hiking the trail has taught me immensely, built me up to be a more resilient person, in a way that’s difficult to summarize on a facebook post. I’ve learned to be more self reliant, confident in my own decisions. How to quickly switch strategies when things inevitably go awry. I’ve become more comfortable in solitude, exercised self-reflection and introspection. Learned to live in the moment and celebrate the unexpected. I’ve experienced moments that exemplify the generosity and warmth of mankind. I’ve learned to “embrace the suck” and power through the hard things while moving ever onwards. This trek has been the hardest thing I’ve done so far. Bolstered by this experience, I’m excited to soon begin the next, most challenging journey of my life- navigating a PhD at UW Madison.<br>.<br>I can’t wait to return to the trail one day to finish what I’ve started. Maine is calling.
Post_ID: 2117891182831210777	|Post_Code: B1kQs9JlhEZ	|Owner_ID: 8126764409	|Likes: 90	|Time_Stamp: 1566692324	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#makeportraits', '#nobo', '#pawling', '#hudsonvalley', '#photoshoot', '#trailshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#appalachiantrailboardwalk', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#whiteblaze', '#atthruhike2019']	|Caption: Gourmet took to the trail on May 8th for his NOBO thru-hike.  We met a couple of weeks ago at the Swamp River Boardwalk in Pawling, NY.  He got his name due to the fact that he's made his own dehydrated meals for his trek and people have claimed they are some of the best they have had!  You can also see from his shirt that he was a Boy Scout and trekked at the Philmont Scout Ranch.  Gourmet comes from Wisconsin and is having a lot of fun on the trail, including making some silly faces, which made for a fun shoot!  Have a great rest of your hike Gourmet! 📸Photos by: @justin_goodhart_photography<br>#appalachiantrail #harlemvalley #hikerportrait . .<br>.<br>.<br>.<br>#makeportraits #nobo #pawling #hudsonvalley #photoshoot #trailshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  @native_landscapes #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #appalachiantrailboardwalk @appalachianmountainclub  @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #hitthetrail #whiteblaze #atthruhike2019
Post_ID: 2117826531232394910	|Post_Code: B1kCAJqAS6e	|Owner_ID: 5339488307	|Likes: 41	|Time_Stamp: 1566684617	|Tags: ['#appalachiantrail', '#atnobo2019', '#thruhike', '#laststate', '#almostthere']	|Caption: Look out, Maine. We're here! #appalachiantrail #atnobo2019 #thruhike #laststate #almostthere
Post_ID: 2117775303823711000	|Post_Code: B1j2WsagdsY	|Owner_ID: 5339488307	|Likes: 17	|Time_Stamp: 1566678511	|Tags: ['#appalachiantrail', '#atnobo2019', '#thruhike', '#mtsuccess', '#byenewhampshire']	|Caption: Taking a quick break on top of the aptly-named Mt. Success. It's nice to look  back on the Whites as an obstacle overcome before we plunge down into the next valley - and enter MAINE, in two miles! #appalachiantrail #atnobo2019  #thruhike #mtsuccess #byenewhampshire
Post_ID: 2117741110650739315	|Post_Code: B1julHilBpz	|Owner_ID: 4868901087	|Likes: 14	|Time_Stamp: 1566674434	|Tags: ['#atnobo2019', '#thruhike', '#appalachiantrail']	|Caption: Just another photo dump cuz Massachusetts is so damn beautiful!!! #atnobo2019 #thruhike #appalachiantrail
Post_ID: 2117592691989728663	|Post_Code: B1jM1V5As2X	|Owner_ID: 191290861	|Likes: 35	|Time_Stamp: 1566656742	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 142-144 | Mile 1892.6 | 298.3 To go |<br>(Wildcat Ridge)<br>Started Wildcat Ridge with the most elevation gain in the least distance heading up Wildcat peak D. All the wildcat peaks are named Wildcat A,B,C and D with Carter Dome thrown in there somewhere 🤣. It still had allot if sketchy diwnhill but had a little more of an actual trail than what I’ve been going through the past week. <br>The first night i camped at a little stealth spot on top of peak C just before Carter Notch Hut. It got pretty chilly up at 4200ft, probably in the 40’s. Headed to Carter Hut the next morning and grabbed a few baked goods and some coffee and chilled for a bit before tackling Carter Dome, another steep climb of boulder infested trail 🙄, but would be the last for awhile. Met allot of day hikers during the day but really thinned out as i dropped down off the ridge. I made a good push to get to Rattle River Shelter (which was free) for a 15 mile day. Got into the shelter about 6pm and instantly felt the difference in elevation, the shelter was sitting at about 1200ft, much warmer. Had a group of teenagers set up camp and doing what teenagers do 😂. Currently at Rattle River Hostel doing laundry and taking a shower then heading out to the next tent site. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on.<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
Post_ID: 2116802360989824131	|Post_Code: B1gZIgygbSD	|Owner_ID: 27633844	|Likes: 83	|Time_Stamp: 1566562527	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#doveroak', '#makeportraits', '#pawling', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#ATclassof2019', '#whiteblaze', '#hikingcouple', '#engagementphotos', '#engagedonthetrail']	|Caption: I don’t do a lot of engagement shoots, but this couple wasn’t really expecting one either... reposted from my hiker portrait project : @harlemvalleyathp — I met Babe (him) & Frank (her) by the Dover Oak in Pawling, NY a couple of weeks ago.  The come from Tennessee and took to the trail on April 5th for their NOBO thru-hike, and a few weeks before we met they got engaged on the trail.  Congrats you two!! When I heard this I had make it a kind of mini engagement shoot.  I feel like hiking the AT together would be a very strong base for a lifelong relationship, here's to a long and happy marriage.  It was great meeting you two and have a great rest of your trek Babe & Frank! 📸Photos by: @justin_goodhart_photography<br>#appalachiantrail #harlemvalley #hikerportrait #doveroak . .<br>.<br>.<br>.<br>#makeportraits #pawling #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy  @appalachianmountainclub @appalachian.trail #athiker2019 #atnobo2019 #trektheat  #appalachiantrailthruhike @dutchesstourism #wildeast #ATclassof2019 #whiteblaze #hikingcouple #engagementphotos #engagedonthetrail
Post_ID: 2116800005545523189	|Post_Code: B1gYmPHFff1	|Owner_ID: 4868901087	|Likes: 19	|Time_Stamp: 1566562246	|Tags: ['#atnobo2019', '#thruhike', '#hikertrash']	|Caption: In the last 72 hours I have fallen 5 times.  I hurt EVERYWHERE!  Luckily, the trail has been so beautiful it distracts me from my pulled back mussels and bruised ass cheeks.  #atnobo2019 #thruhike #hikertrash
Post_ID: 2116779064358760015	|Post_Code: B1gT1gHFm5P	|Owner_ID: 8126764409	|Likes: 160	|Time_Stamp: 1566559750	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#doveroak', '#makeportraits', '#pawling', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#ATclassof2019', '#whiteblaze', '#hikingcouple', '#engagementphotos', '#engagedonthetrail']	|Caption: I met Babe (him) & Frank (her) by the Dover Oak in Pawling, NY a couple of weeks ago.  The come from Tennessee and took to the trail on April 5th for their NOBO thru-hike, and a few weeks before we met they got engaged on the trail.  Congrats you two!! When I heard this I had make it a kind of mini engagement shoot.  I feel like hiking the AT together would be a very strong base for a lifelong relationship, here's to a long and happy marriage.  It was great meeting you two and have a great rest of your trek Babe & Frank! 📸Photos by: @justin_goodhart_photography<br>#appalachiantrail #harlemvalley #hikerportrait #doveroak . .<br>.<br>.<br>.<br>#makeportraits #pawling #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy  @appalachianmountainclub @appalachian.trail #athiker2019 #atnobo2019 #trektheat  #appalachiantrailthruhike @dutchesstourism #wildeast #ATclassof2019 #whiteblaze #hikingcouple #engagementphotos #engagedonthetrail
Post_ID: 2116424436307878122	|Post_Code: B1fDM_AFmDq	|Owner_ID: 6733667519	|Likes: 81	|Time_Stamp: 1566517475	|Tags: []	|Caption: APPALACHIAN TRAIL | DAYS 90-130 | For the past 30 days I’ve hauled ass towards Katahdin. Nose to the grindstone. My specialty. I got lucky and made a few friends, did the Whites in perfect weather without a drop of rain, and jumped off a bridge into a river. I hustled, sweated, got eaten alive and...wondered every single day why the fuck I was still out here hiking this trail.<br><br>I started the AT to put a peg in the three-board hole that makes up the triple crown of long distance trails (AT, PCT, CDT). I expected, having done the PCT first, that this trail would pale in comparison. But it was a necessary accomplishment—if I wanted to be a triple crowner.<br><br>And then the day before the Maine border came, before the final state I had to cross off a list of 14. I camped alone and wrote again what I had written in my journal so many times before: ‘what the hell am I doing out here’. There were moments—blips, really—where I’ve enjoyed this trail. But I’ve been doing it for a title, not for the experience. I’ve been grinding every day since Springer mountain. Not getting vortexed. Not getting sucked into mile-delaying plans. In my journal, the night before the Maine border, I wrote: ‘it’s not too late.’ Not too late to enjoy this. To do it for the experience and maybe get a title as a bonus. But live for a title? For a prize, for a distinction...it’s not my path. It’s a waste of my precious life.<br><br>For Maine, I’m all in. I am here. One step at a time, one view at a time, one hostel, one conversation, one swimming hole at a time. I have about two weeks left, and I am finally opening my arms to let in everything the trail has to give. Moseying through the Mahoosuc Notch. Spending an entire weekend at the geodesic dome of the Human Nature Hostel. Taking the time to sit and sit and sit and talk to people. To let one-on-one conversations happen. To let people in.<br><br>Letting the sun shine on my face and gravitating, ever so slowly toward that monolith in the north. To Katahdin. Orbiting within and around every step along the way.
Post_ID: 2116290963320539147	|Post_Code: B1ek2smFwgL	|Owner_ID: 8126764409	|Likes: 95	|Time_Stamp: 1566501563	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#doveroak', '#makeportraits', '#nobo', '#pawling', '#hudsonvalley', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#thetrek', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#ATclassof2019', '#whiteblaze', '#hikeny', '#thruhiker', '#hikethehudsonvalley']	|Caption: his is Dalton, we met recently at the Dover Oak in Pawling. He’s from Maine and began his NOBO hike on April 10th. Much of his hiking has been done in the Whites so he’s looking forward to NH, also crossing over into his home State. He’s found his trek very challenging at times, but has loved the community and been the beneficiary of some great trail magic. <br>@dalton.leeman<br><br>Journey on Dalton and we look forward to seeing your photo on Katadhin<br>.<br>@jane_haslam_photography .<br>#appalachiantrail #harlemvalley #hikerportrait #doveroak .<br>.<br>.<br>.<br>#makeportraits #nobo #pawling #hudsonvalley  #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #thetrek @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #ATclassof2019 #whiteblaze #hikeny #thruhiker #hikethehudsonvalley
Post_ID: 2116143184182924676	|Post_Code: B1eDQOjFlWE	|Owner_ID: 8126764409	|Likes: 103	|Time_Stamp: 1566483947	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#doveroak', '#makeportraits', '#nobo', '#pawling', '#hudsonvalley', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#thetrek', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#ATclassof2019', '#whiteblaze', '#hikeny', '#thruhiker', '#hikethehudsonvalley']	|Caption: I met Salad a couple of weeks ago by the Dover Oak in Pawling, NY.  Salad comes from Oregon and took to the trail on April 22nd for his NOBO thru-hike.  We didn't get to chat long but it was nice meeting you Salad and have a great rest of your trek to Maine! 📸Photos by: @justin_goodhart_photography<br>#appalachiantrail #harlemvalley #hikerportrait #doveroak .<br>.<br>.<br>.<br>#makeportraits #nobo #pawling #hudsonvalley  #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #thetrek @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat #appalachiantrailthruhike @dutchesstourism #wildeast #ATclassof2019 #whiteblaze #hikeny #thruhiker #hikethehudsonvalley
Post_ID: 2115840083239216163	|Post_Code: B1c-VhzAaQj	|Owner_ID: 5339488307	|Likes: 40	|Time_Stamp: 1566447814	|Tags: ['#atthruhike', '#atnobo2019', '#whitemountains', '#thruhike']	|Caption: The White Mountains have certainly given us a show. #atthruhike #atnobo2019  #whitemountains  #thruhike
