Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40	|Longitude: -77
Post_ID: 2766559929458263787	|Post_Code: CZky5kVMIbr	|Place_Name: Southern Terminus, Appalachian Trail - Springer Mt. Summit	|Short_Name: Southern Terminus	|Place_ID: 553251878500992	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2766554261209742078	|Post_Code: CZkxnFXP_r-	|Place_Name: Harmon Hill	|Short_Name: Harmon Hill	|Place_ID: 139180572783978	|Address: 	|City: Bennington, Vermont	|Latitude: 42	|Longitude: -73
Post_ID: 2766548573319648169	|Post_Code: CZkwUUGlNOp	|Place_Name: Mount Abraham	|Short_Name: Mount Abraham	|Place_ID: 144665972213837	|Address: 	|City: Lincoln, Vermont	|Latitude: 44	|Longitude: -72
Post_ID: 2766524954508396340	|Post_Code: CZkq8nXugc0	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2766518915221628033	|Post_Code: CZkpku2LySB	|Place_Name: Maine	|Short_Name: Maine	|Place_ID: 108603925831326	|Address: 	|City: 	|Latitude: 45	|Longitude: -69
Post_ID: 2766514543330645626	|Post_Code: CZkolHNLNZ6	|Place_Name: Lake Okeechobee	|Short_Name: Lake Okeechobee	|Place_ID: 104040602965273	|Address: 	|City: 	|Latitude: 26	|Longitude: -80
Post_ID: 2766503737982479429	|Post_Code: CZkmH38PGxF	|Place_Name: Smith Mountain Lake, Virginia	|Short_Name: Smith Mountain Lake	|Place_ID: 104934129542978	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2766495754080481866	|Post_Code: CZkkTsWl_JK	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 398613680326121	|Address: Springer Mountain, Georgia to Mount Katahdin, Maine	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2766492036805189604	|Post_Code: CZkjdmXuF_k	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2766489567199355092	|Post_Code: CZki5qXveDU	|Place_Name: United States	|Short_Name: United States	|Place_ID: 112463092102121	|Address: 	|City: 	|Latitude: 40	|Longitude: -100
Post_ID: 2766488899088365538	|Post_Code: CZkiv8JOTfi	|Place_Name: Grayson Highlands State Park	|Short_Name: Grayson Highlands State Park	|Place_ID: 142221655810192	|Address: 829 Grayson Highland Ln	|City: Mouth of Wilson, VA	|Latitude: 36	|Longitude: -81
Post_ID: 2766473312383995354	|Post_Code: CZkfNH5Pw3a	|Place_Name: Lake Arrowhead, California	|Short_Name: Lake Arrowhead	|Place_ID: 104050972965922	|Address: 	|City: 	|Latitude: 34	|Longitude: -117
Post_ID: 2766469817421214595	|Post_Code: CZkeaQ9OzOD	|Place_Name: Clingmans Dome	|Short_Name: Clingmans Dome	|Place_ID: 131613013542662	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2766459921590297031	|Post_Code: CZkcKQvvqHH	|Place_Name: Chattanooga, Tennessee	|Short_Name: Chattanooga	|Place_ID: 108347462523015	|Address: 	|City: 	|Latitude: 35	|Longitude: -85
Post_ID: 2739621080765841762	|Post_Code: CYFFtuaOEFi	|Place_Name: Oneonta, New York	|Short_Name: Oneonta	|Place_ID: 113333232014461	|Address: 	|City: 	|Latitude: 42	|Longitude: -75
Post_ID: 2766456738538638578	|Post_Code: CZkbb8TFMzy	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2766450739351274079	|Post_Code: CZkaEpHpkJf	|Place_Name: Ohio	|Short_Name: Ohio	|Place_ID: 104024609634842	|Address: 	|City: 	|Latitude: 40	|Longitude: -82
Post_ID: 2766444743743610182	|Post_Code: CZkYtZRlZ1G	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2766433643948545821	|Post_Code: CZkWL3yPhcd	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 475687342635119	|Address: 	|City: Warwick, New York	|Latitude: 41	|Longitude: -74
Post_ID: 2766431275724547319	|Post_Code: CZkVpaNF6T3	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2766430213751830885	|Post_Code: CZkVZ9Klfll	|Place_Name: Nantahala National Forest	|Short_Name: Nantahala National Forest	|Place_ID: 109830869034827	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2766422794500505416	|Post_Code: CZkTt_cvv9I	|Place_Name: Carver's Gap, Roan Mountain State Park	|Short_Name: Carver's Gap	|Place_ID: 274246999427510	|Address: 	|City: Carter County, Tn	|Latitude: 36	|Longitude: -82
Post_ID: 2766401715528218982	|Post_Code: CZkO7QIFzlm	|Place_Name: Planet Earth	|Short_Name: Planet Earth	|Place_ID: 104885274432784	|Address: 	|City: 	|Latitude: 11	|Longitude: 122
Post_ID: 2766394219753305556	|Post_Code: CZkNOLJFvXU	|Place_Name: USA	|Short_Name: USA	|Place_ID: 103519790243118	|Address: 	|City: Norfolk, VA	|Latitude: 36	|Longitude: -76
Post_ID: 2766384008434838506	|Post_Code: CZkK5lHFGvq	|Place_Name: The Happy Place	|Short_Name: The Happy Place	|Place_ID: 311746775960441	|Address: 	|City: 	|Latitude: 44	|Longitude: -97
Post_ID: 2766380863530033433	|Post_Code: CZkKL0MJWEZ	|Place_Name: Franklin, North Carolina	|Short_Name: Franklin	|Place_ID: 106144606083458	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2766379331609854530	|Post_Code: CZkJ1heloJC	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2766379286305445485	|Post_Code: CZkJ03SPBZt	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2766379171707140869	|Post_Code: CZkJzMjpLsF	|Place_Name: Mount Cube	|Short_Name: Mount Cube	|Place_ID: 105584669499102	|Address: 	|City: Lyme, New Hampshire	|Latitude: 43	|Longitude: -72
Post_ID: 2766378871715296612	|Post_Code: CZkJu1KvHVk	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 1163347690509326	|Address: 	|City: Catawba, Virginia	|Latitude: 37	|Longitude: -80
Post_ID: 2766339205223418263	|Post_Code: CZkAtm3lAmX	|Place_Name: Grayson Highlands State Park	|Short_Name: Grayson Highlands State Park	|Place_ID: 142221655810192	|Address: 829 Grayson Highland Ln	|City: Mouth of Wilson, VA	|Latitude: 36	|Longitude: -81
Post_ID: 2766331975224917249	|Post_Code: CZj_EZaFf0B	|Place_Name: New York-New Jersey Trail Conference	|Short_Name: New York-New Jersey Trail Conference	|Place_ID: 254384910105	|Address: 600 Ramapo Valley Rd	|City: Mahwah, New Jersey	|Latitude: 41	|Longitude: -74
Post_ID: 2766327848063318147	|Post_Code: CZj-IVsFbiD	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 314423175245076	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2766319769794425242	|Post_Code: CZj8SyNvLGa	|Place_Name: Wonosobo, Jawa Tengah, Indonesia	|Short_Name: Wonosobo	|Place_ID: 107079012657090	|Address: 	|City: 	|Latitude: -7	|Longitude: 109
Post_ID: 2766315008896207423	|Post_Code: CZj7NgSFwo_	|Place_Name: Pulpit Rock Overlook	|Short_Name: Pulpit Rock Overlook	|Place_ID: 2376797315882780	|Address: 	|City: Lenhartsville, Pennsylvania	|Latitude: 40	|Longitude: -75
Post_ID: 2766301542800180645	|Post_Code: CZj4JjAOEWl	|Place_Name: Appalachian Trail Roan Mountain	|Short_Name: Appalachian Trail Roan Mountain	|Place_ID: 1284837314886429	|Address:  	|City: Bakersville, NC	|Latitude: 36	|Longitude: -82
Post_ID: 2766292583588500805	|Post_Code: CZj2HLFlxVF	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2766287081669685199	|Post_Code: CZj03HBrG_P	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2766269748516427328	|Post_Code: CZjw64ROxZA	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 112003792234130	|Address: 3065 Valley Rd	|City: Middlesex, Pennsylvania	|Latitude: 40	|Longitude: -77
Post_ID: 2766251443423663910	|Post_Code: CZjswgUrdcm	|Place_Name: Vogel State Park	|Short_Name: Vogel State Park	|Place_ID: 105752272792598	|Address: 405 Vogel State Park Rd	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2766248433599494593	|Post_Code: CZjsEtNLbnB	|Place_Name: Hot Springs, North Carolina	|Short_Name: Hot Springs	|Place_ID: 104192952951161	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2766232661238925509	|Post_Code: CZjofMDOsjF	|Place_Name: Red Beard's Outfitter	|Short_Name: Red Beard's Outfitter	|Place_ID: 273523402843476	|Address: 51 Kenneth St	|City: Mobile, Alabama	|Latitude: 30	|Longitude: -88
Post_ID: 2766230473338933434	|Post_Code: CZjn_WaOlC6	|Place_Name: Adirondack Mountains	|Short_Name: Adirondack Mountains	|Place_ID: 109352185758566	|Address: 	|City: 	|Latitude: 44	|Longitude: -73
Post_ID: 2766225160387963320	|Post_Code: CZjmyCVrCm4	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2766224496872785878	|Post_Code: CZjmoYZFgfW	|Place_Name: Chica and Sunsets Hostel	|Short_Name: Chica and Sunsets Hostel	|Place_ID: 1202287009931105	|Address: 103 Spring Road	|City: Franklin, North Carolina	|Latitude: 35	|Longitude: -83
Post_ID: 2766222362620276900	|Post_Code: CZjmJUtuTCk	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2766217359411158924	|Post_Code: CZjlAhHOJ-M	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2766213624901251450	|Post_Code: CZjkKLFFbF6	|Place_Name: Joshua Tree National Park	|Short_Name: Joshua Tree National Park	|Place_ID: 109652932385980	|Address: 	|City: 	|Latitude: 33	|Longitude: -115
Post_ID: 2766211703398409873	|Post_Code: CZjjuNilyaR	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 1163347690509326	|Address: 	|City: Catawba, Virginia	|Latitude: 37	|Longitude: -80
Post_ID: 2766208822148781810	|Post_Code: CZjjESKutby	|Place_Name: Washington D. C.	|Short_Name: Washington D.C.	|Place_ID: 110184922344060	|Address: 	|City: 	|Latitude: 38	|Longitude: -77
Post_ID: 2766154601556053496	|Post_Code: CZjWvRTj434	|Place_Name: Fetching Apparel	|Short_Name: Fetching Apparel	|Place_ID: 286882384809971	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2766108117857512521	|Post_Code: CZjMK1_OKxJ	|Place_Name: Somewhere In Maine	|Short_Name: Somewhere In Maine	|Place_ID: 423248357726969	|Address: 	|City: 	|Latitude: 44	|Longitude: -69
Post_ID: 2766066567765202531	|Post_Code: CZjCuNcupZj	|Place_Name: Mercer County	|Short_Name: Mercer County	|Place_ID: 132655450107998	|Address: 	|City: Mercer County, West Virginia	|Latitude: 37	|Longitude: -81
Post_ID: 2765983191718669955	|Post_Code: CZivw7dF66D	|Place_Name: Bowral, New South Wales	|Short_Name: Bowral	|Place_ID: 103102363062729	|Address: 	|City: 	|Latitude: -34	|Longitude: 150
Post_ID: 2765965533516452429	|Post_Code: CZirv9-ONJN	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2765955989259829897	|Post_Code: CZiplFMMkKJ	|Place_Name: Charlotte, North Carolina	|Short_Name: Charlotte	|Place_ID: 105715936129053	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2765952835730519755	|Post_Code: CZio3MPM7bL	|Place_Name: White Mountain National Forest	|Short_Name: White Mountain National Forest	|Place_ID: 796145647254839	|Address: 	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2765618619148942388	|Post_Code: CZhc3sylDw0	|Place_Name: Fraser, Colorado	|Short_Name: Fraser	|Place_ID: 107742412582359	|Address: 	|City: 	|Latitude: 39	|Longitude: -105
Post_ID: 2765891826416153687	|Post_Code: CZia_Y4sPRX	|Place_Name: Wyoming	|Short_Name: Wyoming	|Place_ID: 104039182964473	|Address: 	|City: 	|Latitude: 43	|Longitude: -107
Post_ID: 2765881860783401049	|Post_Code: CZiYuXqsOhZ	|Place_Name: USA	|Short_Name: USA	|Place_ID: 102618861444715	|Address: United States Of America	|City: 	|Latitude: 38	|Longitude: -77
Post_ID: 2765870584010561817	|Post_Code: CZiWKRWptkZ	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 314423175245076	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2765861179139334907	|Post_Code: CZiUBaYpKL7	|Place_Name: Appalachian Trail Bake Oven Knob	|Short_Name: Appalachian Trail Bake Oven Knob	|Place_ID: 216090245576637	|Address: 	|City: 	|Latitude: 40	|Longitude: -75
Post_ID: 2765859259715714333	|Post_Code: CZiTleyFH0d	|Place_Name: Nelson County	|Short_Name: Nelson County	|Place_ID: 136247926396755	|Address: 	|City: Nelson County, Virginia	|Latitude: 37	|Longitude: -78
Post_ID: 2765817287006454517	|Post_Code: CZiKCspp4L1	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2765802799979884296	|Post_Code: CZiGv4jlO8I	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: 	|City: Blue Ridge, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2765799343397658476	|Post_Code: CZiF9lXOd9s	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2765798344658733914	|Post_Code: CZiFvDNv0ta	|Place_Name: Central Pennsylvania	|Short_Name: Central Pennsylvania	|Place_ID: 275940662607958	|Address: 	|City: 	|Latitude: 40	|Longitude: -76
Post_ID: 2765798224489182716	|Post_Code: CZiFtTTFXX8	|Place_Name: Lansing, North Carolina	|Short_Name: Lansing	|Place_ID: 111983675481194	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2765797435609338570	|Post_Code: CZiFh0mLlLK	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2765795895796410215	|Post_Code: CZiFLaiLadn	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2765792987425153578	|Post_Code: CZiEhF5viIq	|Place_Name: Blueridge Mountains Virgina	|Short_Name: Blueridge Mountains Virgina	|Place_ID: 933938950045232	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2765788020991422356	|Post_Code: CZiDY0jOW-U	|Place_Name: Worthington State Forest	|Short_Name: Worthington State Forest	|Place_ID: 743780032455570	|Address: HC 62 Box 2	|City: Columbia, NJ 	|Latitude: 41	|Longitude: -75
Post_ID: 2765784881074445046	|Post_Code: CZiCrIRlpr2	|Place_Name: Mount Washington Summit	|Short_Name: Mount Washington Summit	|Place_ID: 231536906869243	|Address: 	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2765776378778282901	|Post_Code: CZiAvZ5PuuV	|Place_Name: Helen, Georgia	|Short_Name: Helen	|Place_ID: 108277495866944	|Address: 	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2765770927563956394	|Post_Code: CZh_gFDjWCq	|Place_Name: Woody Gap Recreation Area	|Short_Name: Woody Gap Recreation Area	|Place_ID: 217115421994081	|Address: 	|City: Dahlonega, GA	|Latitude: 34	|Longitude: -83
Post_ID: 2765764647248680394	|Post_Code: CZh-EsDl1XK	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2765763464524714152	|Post_Code: CZh9zejv9Co	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2765728818550096913	|Post_Code: CZh17T-vUQR	|Place_Name: Blood Mountain Georgia Summit 4,459 ft	|Short_Name: Blood Mountain Georgia Summit 4	|Place_ID: 1996702553927602	|Address: Byron Reece trailhead parking, Byron Reece Memorial Trail,	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2404805950604349891	|Post_Code: CFflkVXhJHD	|Place_Name: Appalachian Trail @ Weverton	|Short_Name: Appalachian Trail @ Weverton	|Place_ID: 358635611346272	|Address: Weverton Rd	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 1984589680372768785	|Post_Code: BuKrcyrhmAR	|Place_Name: Frostburg, Maryland	|Short_Name: Frostburg	|Place_ID: 106219722741778	|Address: 	|City: 	|Latitude: 39	|Longitude: -78
Post_ID: 2765669232654156380	|Post_Code: CZhoYOSlAJc	|Place_Name: Damascus, Virginia	|Short_Name: Damascus	|Place_ID: 108242672533835	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2765658498895891891	|Post_Code: CZhl8Bsus2z	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2765633307568121087	|Post_Code: CZhgNccliT_	|Place_Name: Clingmans Dome	|Short_Name: Clingmans Dome	|Place_ID: 131613013542662	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2765629099348369743	|Post_Code: CZhfQNPJKFP	|Place_Name: White Mountains New Hampshire	|Short_Name: White Mountains New Hampshire	|Place_ID: 127167510650218	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2765624516382521858	|Post_Code: CZheNhBF3oC	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2765617132664804007	|Post_Code: CZhciEZOFKn	|Place_Name: Ottawa, Ontario	|Short_Name: Ottawa	|Place_ID: 109870912368806	|Address: 	|City: 	|Latitude: 45	|Longitude: -75
Post_ID: 2765592842678679845	|Post_Code: CZhXAmlObkl	|Place_Name: Ricketts Hard Cider	|Short_Name: Ricketts Hard Cider	|Place_ID: 324540898997	|Address: 4360 Red Rock Rd.	|City: Benton, Pennsylvania	|Latitude: 41	|Longitude: -76
Post_ID: 2765555508859127393	|Post_Code: CZhOhUwLEZh	|Place_Name: Made in Germany	|Short_Name: Made in Germany	|Place_ID: 112595577193236	|Address: 	|City: 	|Latitude: 49	|Longitude: 12
Post_ID: 2765551283616364155	|Post_Code: CZhNj1sFDZ7	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2765543768926744203	|Post_Code: CZhL2fFrG6L	|Place_Name: White Mountains New Hampshire	|Short_Name: White Mountains New Hampshire	|Place_ID: 127167510650218	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2765533660192876325	|Post_Code: CZhJjYmLqcl	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2765527646140444608	|Post_Code: CZhIL3kuS_A	|Place_Name: Harpers Ferry, West Virginia	|Short_Name: Harpers Ferry	|Place_ID: 112061685476452	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2765522553709381855	|Post_Code: CZhHBw4Lcjf	|Place_Name: Gooch Gap Shelter	|Short_Name: Gooch Gap Shelter	|Place_ID: 116437891800903	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2765509417804618913	|Post_Code: CZhECnHPdyh	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 203617046913296	|Address: 	|City: Roanoke, VA	|Latitude: 37	|Longitude: -80
Post_ID: 2765507216783830474	|Post_Code: CZhDilQLe3K	|Place_Name: Blue Ridge Parkway	|Short_Name: Blue Ridge Parkway	|Place_ID: 141273439246434	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2765504158070806420	|Post_Code: CZhC2EmrReU	|Place_Name: Gooch Gap Shelter	|Short_Name: Gooch Gap Shelter	|Place_ID: 116437891800903	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2765490029690466941	|Post_Code: CZg_oehlbJ9	|Place_Name: Pawling , New York	|Short_Name: Pawling 	|Place_ID: 107497872606046	|Address: 	|City: 	|Latitude: 41	|Longitude: -73
Post_ID: 2765489289497967813	|Post_Code: CZg_dtKrHzF	|Place_Name: Appalachian Trail Boardwalk	|Short_Name: Appalachian Trail Boardwalk	|Place_ID: 861017654045449	|Address: CR-517	|City: 	|Latitude: 41	|Longitude: -74
Post_ID: 2765487646899695902	|Post_Code: CZg_FzYL_Ee	|Place_Name: Mount Washington, Massachusetts	|Short_Name: Mount Washington	|Place_ID: 113009262046359	|Address: 	|City: 	|Latitude: 42	|Longitude: -73
Post_ID: 2765469300929976805	|Post_Code: CZg661XLdnl	|Place_Name: Linville Gorge Wilderness	|Short_Name: Linville Gorge Wilderness	|Place_ID: 112642245414054	|Address: 	|City: 	|Latitude: 35	|Longitude: -81
Post_ID: 2765468003656960282	|Post_Code: CZg6n9Lroka	|Place_Name: Blood Mountain Wilderness	|Short_Name: Blood Mountain Wilderness	|Place_ID: 105544946145098	|Address: 	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2765430188475580065	|Post_Code: CZgyBrDOn6h	|Place_Name: Joshua Tree National Park	|Short_Name: Joshua Tree National Park	|Place_ID: 109652932385980	|Address: 	|City: 	|Latitude: 33	|Longitude: -115
Post_ID: 2765399915423292906	|Post_Code: CZgrJJEs13q	|Place_Name: Charlottesville, Virginia	|Short_Name: Charlottesville	|Place_ID: 112309152119072	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2765361863028411371	|Post_Code: CZgifaBOIvr	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2765256928862015305	|Post_Code: CZgKoadgg9J	|Place_Name: Worthington State Forest	|Short_Name: Worthington State Forest	|Place_ID: 743780032455570	|Address: HC 62 Box 2	|City: Columbia, NJ 	|Latitude: 41	|Longitude: -75
Post_ID: 2765246973961392886	|Post_Code: CZgIXjPMVL2	|Place_Name: South Carolina	|Short_Name: South Carolina	|Place_ID: 108635949160808	|Address: 	|City: 	|Latitude: 34	|Longitude: -81
Post_ID: 2765203471034594510	|Post_Code: CZf-ef-sbTO	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 151473228249189	|Address: 	|City: 	|Latitude: 35	|Longitude: -85
Post_ID: 2765193053515718093	|Post_Code: CZf8G56Lp3N	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: 	|City: Blue Ridge, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2765138347082966522	|Post_Code: CZfvq0ksOX6	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34	|Longitude: -84
Post_ID: 2765128357457956089	|Post_Code: CZftZdApAz5	|Place_Name: Lewis Fork Wilderness	|Short_Name: Lewis Fork Wilderness	|Place_ID: 132083904094635	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2765118879766027617	|Post_Code: CZfrPiOLh1h	|Place_Name: Sipsey Wilderness	|Short_Name: Sipsey Wilderness	|Place_ID: 109363449082886	|Address: 	|City: Mount Hope, Alabama	|Latitude: 34	|Longitude: -87
Post_ID: 2765099233192981483	|Post_Code: CZfmxo7LDPr	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2765085924656640129	|Post_Code: CZfjv-Yl3CB	|Place_Name: Lake Land'Or, Virginia	|Short_Name: Lake Land'Or	|Place_ID: 226101207411123	|Address: 	|City: 	|Latitude: 38	|Longitude: -77
Post_ID: 2765067887261857992	|Post_Code: CZffpfwFTjI	|Place_Name: Stecoah Gap Appalachian Trail	|Short_Name: Stecoah Gap Appalachian Trail	|Place_ID: 330391833746710	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2765066794337280944	|Post_Code: CZffZl4s6Ow	|Place_Name: Blue Ridge, Virginia	|Short_Name: Blue Ridge	|Place_ID: 103167399722846	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2765057554762895514	|Post_Code: CZfdTI3JxCa	|Place_Name: Mercer County	|Short_Name: Mercer County	|Place_ID: 132655450107998	|Address: 	|City: Mercer County, West Virginia	|Latitude: 37	|Longitude: -81
Post_ID: 2765048247746041593	|Post_Code: CZfbLtBuBb5	|Place_Name: Blueridge Mountains Virgina	|Short_Name: Blueridge Mountains Virgina	|Place_ID: 933938950045232	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2765031990194799473	|Post_Code: CZfXfIAJwNx	|Place_Name: Cole Mountain	|Short_Name: Cole Mountain	|Place_ID: 118185831567286	|Address: 	|City: Buena Vista, Virginia	|Latitude: 37	|Longitude: -79
Post_ID: 2765024962863877314	|Post_Code: CZfV43SlszC	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2765019731671805844	|Post_Code: CZfUsvXPm-U	|Place_Name: Southern Highland Craft Guild	|Short_Name: Southern Highland Craft Guild	|Place_ID: 148712315150203	|Address: Milepost 382 Blue Ridge Pkwy	|City: Asheville, NC	|Latitude: 35	|Longitude: -82
