Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40.0330199831	|Longitude: -77.3045039177
Post_ID: 2766657543092672196	|Post_Code: CZlJGCHMZbE	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34.5653982066	|Longitude: -84.2426383197
Post_ID: 2766646088331487556	|Post_Code: CZlGfWCOOlE	|Place_Name: Watertown, New York	|Short_Name: Watertown	|Place_ID: 106271046078449	|Address: [Null]	|City: [Null]	|Latitude: 43.97587	|Longitude: -75.91429
Post_ID: 2766639656818689547	|Post_Code: CZlFBwOL8YL	|Place_Name: Wolf Laurel Community	|Short_Name: Wolf Laurel Community	|Place_ID: 316328385215210	|Address: Wolf Laurel Road	|City: Mars Hill, North Carolina	|Latitude: 35.9685386253	|Longitude: -82.5018668373
Post_ID: 2766623822230939871	|Post_Code: CZlBbVHNWjf	|Place_Name: Killington, Vermont	|Short_Name: Killington	|Place_ID: 105631319471854	|Address: [Null]	|City: [Null]	|Latitude: 43.6775	|Longitude: -72.7803
Post_ID: 2766612899801444726	|Post_Code: CZk-8YzrbF2	|Place_Name: Sundog Outfitter - Adventure Damascus	|Short_Name: Sundog Outfitter - Adventure Damascus	|Place_ID: 224866394561	|Address: 331 Douglas Dr	|City: Damascus	|Latitude: 36.6307608522	|Longitude: -81.7835595926
Post_ID: 2766612214105396199	|Post_Code: CZk-yaNAlPn	|Place_Name: Madison County	|Short_Name: Madison County	|Place_ID: 139228459439392	|Address: [Null]	|City: Madison County, North Carolina	|Latitude: 35.86	|Longitude: -82.71
Post_ID: 2766578962505773511	|Post_Code: CZk3OiPObHH	|Place_Name: Watertown, New York	|Short_Name: Watertown	|Place_ID: 106271046078449	|Address: [Null]	|City: [Null]	|Latitude: 43.97587	|Longitude: -75.91429
Post_ID: 2766575819133699089	|Post_Code: CZk2gyvpkQR	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: [Null]	|City: [Null]	|Latitude: 36.1063888889	|Longitude: -82.1102777778
Post_ID: 2766569880402683150	|Post_Code: CZk1KX3smUO	|Place_Name: Southern Terminus, Appalachian Trail - Springer Mt. Summit	|Short_Name: Southern Terminus	|Place_ID: 553251878500992	|Address: [Null]	|City: [Null]	|Latitude: 34.6266883333	|Longitude: -84.1938866667
Post_ID: 2766566577044872565	|Post_Code: CZk0aTYOl11	|Place_Name: Mt. Katahdin - Baxter State Park	|Short_Name: Mt. Katahdin - Baxter State Park	|Place_ID: 160400061059602	|Address: [Null]	|City: Holden, ME	|Latitude: 44.75249	|Longitude: -68.7206
Post_ID: 2766559929458263787	|Post_Code: CZky5kVMIbr	|Place_Name: Southern Terminus, Appalachian Trail - Springer Mt. Summit	|Short_Name: Southern Terminus	|Place_ID: 553251878500992	|Address: [Null]	|City: [Null]	|Latitude: 34.6266883333	|Longitude: -84.1938866667
Post_ID: 2766554261209742078	|Post_Code: CZkxnFXP_r-	|Place_Name: Harmon Hill	|Short_Name: Harmon Hill	|Place_ID: 139180572783978	|Address: [Null]	|City: Bennington, Vermont	|Latitude: 42.8712450327	|Longitude: -73.1328589396
Post_ID: 2766548573319648169	|Post_Code: CZkwUUGlNOp	|Place_Name: Mount Abraham	|Short_Name: Mount Abraham	|Place_ID: 144665972213837	|Address: [Null]	|City: Lincoln, Vermont	|Latitude: 44.1204	|Longitude: -72.9362
Post_ID: 2766524954508396340	|Post_Code: CZkq8nXugc0	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2766518915221628033	|Post_Code: CZkpku2LySB	|Place_Name: Maine	|Short_Name: Maine	|Place_ID: 108603925831326	|Address: [Null]	|City: [Null]	|Latitude: 45.5	|Longitude: -69.0
Post_ID: 2766514543330645626	|Post_Code: CZkolHNLNZ6	|Place_Name: Lake Okeechobee	|Short_Name: Lake Okeechobee	|Place_ID: 104040602965273	|Address: [Null]	|City: [Null]	|Latitude: 26.9333333333	|Longitude: -80.8
Post_ID: 2766503737982479429	|Post_Code: CZkmH38PGxF	|Place_Name: Smith Mountain Lake, Virginia	|Short_Name: Smith Mountain Lake	|Place_ID: 104934129542978	|Address: [Null]	|City: [Null]	|Latitude: 37.0585	|Longitude: -79.6179
Post_ID: 2766495754080481866	|Post_Code: CZkkTsWl_JK	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 398613680326121	|Address: Springer Mountain, Georgia to Mount Katahdin, Maine	|City: [Null]	|Latitude: 35.63346	|Longitude: -82.56877
Post_ID: 2766492036805189604	|Post_Code: CZkjdmXuF_k	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: [Null]	|City: [Null]	|Latitude: 34.2088018265	|Longitude: -84.1279282329
Post_ID: 2766489567199355092	|Post_Code: CZki5qXveDU	|Place_Name: United States	|Short_Name: United States	|Place_ID: 112463092102121	|Address: [Null]	|City: [Null]	|Latitude: 40.0	|Longitude: -100.0
Post_ID: 2766488899088365538	|Post_Code: CZkiv8JOTfi	|Place_Name: Grayson Highlands State Park	|Short_Name: Grayson Highlands State Park	|Place_ID: 142221655810192	|Address: 829 Grayson Highland Ln	|City: Mouth of Wilson, VA	|Latitude: 36.61238	|Longitude: -81.48935
Post_ID: 2766473312383995354	|Post_Code: CZkfNH5Pw3a	|Place_Name: Lake Arrowhead, California	|Short_Name: Lake Arrowhead	|Place_ID: 104050972965922	|Address: [Null]	|City: [Null]	|Latitude: 34.25611	|Longitude: -117.19111
Post_ID: 2766469817421214595	|Post_Code: CZkeaQ9OzOD	|Place_Name: Clingmans Dome	|Short_Name: Clingmans Dome	|Place_ID: 131613013542662	|Address: [Null]	|City: [Null]	|Latitude: 35.5628344048	|Longitude: -83.4986177087
Post_ID: 2766459921590297031	|Post_Code: CZkcKQvvqHH	|Place_Name: Chattanooga, Tennessee	|Short_Name: Chattanooga	|Place_ID: 108347462523015	|Address: [Null]	|City: [Null]	|Latitude: 35.0455	|Longitude: -85.2673
Post_ID: 2739621080765841762	|Post_Code: CYFFtuaOEFi	|Place_Name: Oneonta, New York	|Short_Name: Oneonta	|Place_ID: 113333232014461	|Address: [Null]	|City: [Null]	|Latitude: 42.4558333333	|Longitude: -75.0622222222
Post_ID: 2766456738538638578	|Post_Code: CZkbb8TFMzy	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2766450739351274079	|Post_Code: CZkaEpHpkJf	|Place_Name: Ohio	|Short_Name: Ohio	|Place_ID: 104024609634842	|Address: [Null]	|City: [Null]	|Latitude: 40.5	|Longitude: -82.5
Post_ID: 2766444743743610182	|Post_Code: CZkYtZRlZ1G	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: [Null]	|City: [Null]	|Latitude: 43.7010925	|Longitude: -72.2895166699
Post_ID: 2766433643948545821	|Post_Code: CZkWL3yPhcd	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 475687342635119	|Address: [Null]	|City: Warwick, New York	|Latitude: 41.244625	|Longitude: -74.288803
Post_ID: 2766431275724547319	|Post_Code: CZkVpaNF6T3	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2766430213751830885	|Post_Code: CZkVZ9Klfll	|Place_Name: Nantahala National Forest	|Short_Name: Nantahala National Forest	|Place_ID: 109830869034827	|Address: [Null]	|City: [Null]	|Latitude: 35.2904778106	|Longitude: -83.6650726944
Post_ID: 2766422794500505416	|Post_Code: CZkTt_cvv9I	|Place_Name: Carver's Gap, Roan Mountain State Park	|Short_Name: Carver's Gap	|Place_ID: 274246999427510	|Address: [Null]	|City: Carter County, Tn	|Latitude: 36.1095425572	|Longitude: -82.110218145
Post_ID: 2766401715528218982	|Post_Code: CZkO7QIFzlm	|Place_Name: Planet Earth	|Short_Name: Planet Earth	|Place_ID: 104885274432784	|Address: [Null]	|City: [Null]	|Latitude: 11.098033539	|Longitude: 122.4170782418
Post_ID: 2766394219753305556	|Post_Code: CZkNOLJFvXU	|Place_Name: USA	|Short_Name: USA	|Place_ID: 103519790243118	|Address: [Null]	|City: Norfolk, VA	|Latitude: 36.85025	|Longitude: -76.20324
Post_ID: 2766384008434838506	|Post_Code: CZkK5lHFGvq	|Place_Name: The Happy Place	|Short_Name: The Happy Place	|Place_ID: 311746775960441	|Address: [Null]	|City: [Null]	|Latitude: 44.5904671813	|Longitude: -97.03125
Post_ID: 2766380863530033433	|Post_Code: CZkKL0MJWEZ	|Place_Name: Franklin, North Carolina	|Short_Name: Franklin	|Place_ID: 106144606083458	|Address: [Null]	|City: [Null]	|Latitude: 35.1811	|Longitude: -83.3817
Post_ID: 2766379331609854530	|Post_Code: CZkJ1heloJC	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2766379286305445485	|Post_Code: CZkJ03SPBZt	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2766379171707140869	|Post_Code: CZkJzMjpLsF	|Place_Name: Mount Cube	|Short_Name: Mount Cube	|Place_ID: 105584669499102	|Address: [Null]	|City: Lyme, New Hampshire	|Latitude: 43.8857143004	|Longitude: -72.0235835083
Post_ID: 2766378871715296612	|Post_Code: CZkJu1KvHVk	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 1163347690509326	|Address: [Null]	|City: Catawba, Virginia	|Latitude: 37.3800440573	|Longitude: -80.0894813878
Post_ID: 2766339205223418263	|Post_Code: CZkAtm3lAmX	|Place_Name: Grayson Highlands State Park	|Short_Name: Grayson Highlands State Park	|Place_ID: 142221655810192	|Address: 829 Grayson Highland Ln	|City: Mouth of Wilson, VA	|Latitude: 36.61238	|Longitude: -81.48935
Post_ID: 2766331975224917249	|Post_Code: CZj_EZaFf0B	|Place_Name: New York-New Jersey Trail Conference	|Short_Name: New York-New Jersey Trail Conference	|Place_ID: 254384910105	|Address: 600 Ramapo Valley Rd	|City: Mahwah, New Jersey	|Latitude: 41.0795936134	|Longitude: -74.1843561806
Post_ID: 2766327848063318147	|Post_Code: CZj-IVsFbiD	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 314423175245076	|Address: [Null]	|City: [Null]	|Latitude: 36.1942430698	|Longitude: -81.6529112349
Post_ID: 2766319769794425242	|Post_Code: CZj8SyNvLGa	|Place_Name: Wonosobo, Jawa Tengah, Indonesia	|Short_Name: Wonosobo	|Place_ID: 107079012657090	|Address: [Null]	|City: [Null]	|Latitude: -7.3653	|Longitude: 109.9012
Post_ID: 2766315008896207423	|Post_Code: CZj7NgSFwo_	|Place_Name: Pulpit Rock Overlook	|Short_Name: Pulpit Rock Overlook	|Place_ID: 2376797315882780	|Address: [Null]	|City: Lenhartsville, Pennsylvania	|Latitude: 40.5966495894	|Longitude: -75.9314056318
Post_ID: 2766301542800180645	|Post_Code: CZj4JjAOEWl	|Place_Name: Appalachian Trail Roan Mountain	|Short_Name: Appalachian Trail Roan Mountain	|Place_ID: 1284837314886429	|Address:  	|City: Bakersville, NC	|Latitude: 36.106623	|Longitude: -82.103468
Post_ID: 2766292583588500805	|Post_Code: CZj2HLFlxVF	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: [Null]	|City: [Null]	|Latitude: 36.1941666667	|Longitude: -82.0683333333
Post_ID: 2766287081669685199	|Post_Code: CZj03HBrG_P	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2766269748516427328	|Post_Code: CZjw64ROxZA	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 112003792234130	|Address: 3065 Valley Rd	|City: Middlesex, Pennsylvania	|Latitude: 40.2791796738	|Longitude: -77.0959629583
Post_ID: 2766251443423663910	|Post_Code: CZjswgUrdcm	|Place_Name: Vogel State Park	|Short_Name: Vogel State Park	|Place_ID: 105752272792598	|Address: 405 Vogel State Park Rd	|City: [Null]	|Latitude: 34.7649590015	|Longitude: -83.9230205665
Post_ID: 2766248433599494593	|Post_Code: CZjsEtNLbnB	|Place_Name: Hot Springs, North Carolina	|Short_Name: Hot Springs	|Place_ID: 104192952951161	|Address: [Null]	|City: [Null]	|Latitude: 35.892	|Longitude: -82.829
Post_ID: 2766232661238925509	|Post_Code: CZjofMDOsjF	|Place_Name: Red Beard's Outfitter	|Short_Name: Red Beard's Outfitter	|Place_ID: 273523402843476	|Address: 51 Kenneth St	|City: Mobile, Alabama	|Latitude: 30.6879971389	|Longitude: -88.0813188275
Post_ID: 2766230473338933434	|Post_Code: CZjn_WaOlC6	|Place_Name: Adirondack Mountains	|Short_Name: Adirondack Mountains	|Place_ID: 109352185758566	|Address: [Null]	|City: [Null]	|Latitude: 44.1685995039	|Longitude: -73.8076972961
Post_ID: 2766225160387963320	|Post_Code: CZjmyCVrCm4	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: [Null]	|City: [Null]	|Latitude: 36.2673116568	|Longitude: -82.006850812
Post_ID: 2766224496872785878	|Post_Code: CZjmoYZFgfW	|Place_Name: Chica and Sunsets Hostel	|Short_Name: Chica and Sunsets Hostel	|Place_ID: 1202287009931105	|Address: 103 Spring Road	|City: Franklin, North Carolina	|Latitude: 35.1935540374	|Longitude: -83.3869192406
Post_ID: 2766222362620276900	|Post_Code: CZjmJUtuTCk	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: [Null]	|City: [Null]	|Latitude: 43.7010925	|Longitude: -72.2895166699
Post_ID: 2766217359411158924	|Post_Code: CZjlAhHOJ-M	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: [Null]	|City: [Null]	|Latitude: 43.7010925	|Longitude: -72.2895166699
Post_ID: 2766213624901251450	|Post_Code: CZjkKLFFbF6	|Place_Name: Joshua Tree National Park	|Short_Name: Joshua Tree National Park	|Place_ID: 109652932385980	|Address: [Null]	|City: [Null]	|Latitude: 33.7883944444	|Longitude: -115.8982222222
Post_ID: 2766211703398409873	|Post_Code: CZjjuNilyaR	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 1163347690509326	|Address: [Null]	|City: Catawba, Virginia	|Latitude: 37.3800440573	|Longitude: -80.0894813878
Post_ID: 2766208822148781810	|Post_Code: CZjjESKutby	|Place_Name: Washington D. C.	|Short_Name: Washington D.C.	|Place_ID: 110184922344060	|Address: [Null]	|City: [Null]	|Latitude: 38.8951	|Longitude: -77.0367
Post_ID: 2766154601556053496	|Post_Code: CZjWvRTj434	|Place_Name: Fetching Apparel	|Short_Name: Fetching Apparel	|Place_ID: 286882384809971	|Address: [Null]	|City: [Null]	|Latitude: 36.7877902826	|Longitude: -82.0813433522
Post_ID: 2766108117857512521	|Post_Code: CZjMK1_OKxJ	|Place_Name: Somewhere In Maine	|Short_Name: Somewhere In Maine	|Place_ID: 423248357726969	|Address: [Null]	|City: [Null]	|Latitude: 44.1007543474	|Longitude: -69.8693039887
Post_ID: 2766066567765202531	|Post_Code: CZjCuNcupZj	|Place_Name: Mercer County	|Short_Name: Mercer County	|Place_ID: 132655450107998	|Address: [Null]	|City: Mercer County, West Virginia	|Latitude: 37.3637456959	|Longitude: -81.0531506036
Post_ID: 2765983191718669955	|Post_Code: CZivw7dF66D	|Place_Name: Bowral, New South Wales	|Short_Name: Bowral	|Place_ID: 103102363062729	|Address: [Null]	|City: [Null]	|Latitude: -34.47825	|Longitude: 150.418
Post_ID: 2765965533516452429	|Post_Code: CZirv9-ONJN	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: [Null]	|City: [Null]	|Latitude: 35.7647222222	|Longitude: -82.2652777778
Post_ID: 2765955989259829897	|Post_Code: CZiplFMMkKJ	|Place_Name: Charlotte, North Carolina	|Short_Name: Charlotte	|Place_ID: 105715936129053	|Address: [Null]	|City: [Null]	|Latitude: 35.2269444444	|Longitude: -80.8433333333
Post_ID: 2765952835730519755	|Post_Code: CZio3MPM7bL	|Place_Name: White Mountain National Forest	|Short_Name: White Mountain National Forest	|Place_ID: 796145647254839	|Address: [Null]	|City: [Null]	|Latitude: 44.0348085623	|Longitude: -71.5164399438
Post_ID: 2765618619148942388	|Post_Code: CZhc3sylDw0	|Place_Name: Fraser, Colorado	|Short_Name: Fraser	|Place_ID: 107742412582359	|Address: [Null]	|City: [Null]	|Latitude: 39.9442	|Longitude: -105.813
Post_ID: 2765891826416153687	|Post_Code: CZia_Y4sPRX	|Place_Name: Wyoming	|Short_Name: Wyoming	|Place_ID: 104039182964473	|Address: [Null]	|City: [Null]	|Latitude: 43.0	|Longitude: -107.5
Post_ID: 2765881860783401049	|Post_Code: CZiYuXqsOhZ	|Place_Name: USA	|Short_Name: USA	|Place_ID: 102618861444715	|Address: United States Of America	|City: [Null]	|Latitude: 38.8945974858	|Longitude: -77.0367813308
Post_ID: 2765870584010561817	|Post_Code: CZiWKRWptkZ	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 314423175245076	|Address: [Null]	|City: [Null]	|Latitude: 36.1942430698	|Longitude: -81.6529112349
Post_ID: 2765861179139334907	|Post_Code: CZiUBaYpKL7	|Place_Name: Appalachian Trail Bake Oven Knob	|Short_Name: Appalachian Trail Bake Oven Knob	|Place_ID: 216090245576637	|Address: [Null]	|City: [Null]	|Latitude: 40.7484520354	|Longitude: -75.733709059
Post_ID: 2765859259715714333	|Post_Code: CZiTleyFH0d	|Place_Name: Nelson County	|Short_Name: Nelson County	|Place_ID: 136247926396755	|Address: [Null]	|City: Nelson County, Virginia	|Latitude: 37.79	|Longitude: -78.88
Post_ID: 2765817287006454517	|Post_Code: CZiKCspp4L1	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: [Null]	|City: [Null]	|Latitude: 37.5	|Longitude: -79.0
Post_ID: 2765802799979884296	|Post_Code: CZiGv4jlO8I	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: [Null]	|City: Blue Ridge, Georgia	|Latitude: 34.6273107563	|Longitude: -84.1935244203
Post_ID: 2765799343397658476	|Post_Code: CZiF9lXOd9s	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: [Null]	|City: [Null]	|Latitude: 34.2088018265	|Longitude: -84.1279282329
Post_ID: 2765798344658733914	|Post_Code: CZiFvDNv0ta	|Place_Name: Central Pennsylvania	|Short_Name: Central Pennsylvania	|Place_ID: 275940662607958	|Address: [Null]	|City: [Null]	|Latitude: 40.2415406	|Longitude: -76.8989945
Post_ID: 2765798224489182716	|Post_Code: CZiFtTTFXX8	|Place_Name: Lansing, North Carolina	|Short_Name: Lansing	|Place_ID: 111983675481194	|Address: [Null]	|City: [Null]	|Latitude: 36.4991	|Longitude: -81.5096
Post_ID: 2765797435609338570	|Post_Code: CZiFh0mLlLK	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: [Null]	|City: [Null]	|Latitude: 36.1941666667	|Longitude: -82.0683333333
Post_ID: 2765795895796410215	|Post_Code: CZiFLaiLadn	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: [Null]	|City: [Null]	|Latitude: 36.2673116568	|Longitude: -82.006850812
Post_ID: 2765792987425153578	|Post_Code: CZiEhF5viIq	|Place_Name: Blueridge Mountains Virgina	|Short_Name: Blueridge Mountains Virgina	|Place_ID: 933938950045232	|Address: [Null]	|City: [Null]	|Latitude: 38.0561542232	|Longitude: -78.1346884277
Post_ID: 2765788020991422356	|Post_Code: CZiDY0jOW-U	|Place_Name: Worthington State Forest	|Short_Name: Worthington State Forest	|Place_ID: 743780032455570	|Address: HC 62 Box 2	|City: Columbia, NJ 	|Latitude: 41.004851741	|Longitude: -75.1038596451
Post_ID: 2765784881074445046	|Post_Code: CZiCrIRlpr2	|Place_Name: Mount Washington Summit	|Short_Name: Mount Washington Summit	|Place_ID: 231536906869243	|Address: [Null]	|City: [Null]	|Latitude: 44.128368838	|Longitude: -71.1899781143
Post_ID: 2765776378778282901	|Post_Code: CZiAvZ5PuuV	|Place_Name: Helen, Georgia	|Short_Name: Helen	|Place_ID: 108277495866944	|Address: [Null]	|City: [Null]	|Latitude: 34.7025	|Longitude: -83.7275
Post_ID: 2765770927563956394	|Post_Code: CZh_gFDjWCq	|Place_Name: Woody Gap Recreation Area	|Short_Name: Woody Gap Recreation Area	|Place_ID: 217115421994081	|Address: [Null]	|City: Dahlonega, GA	|Latitude: 34.6778378923	|Longitude: -83.999992311
Post_ID: 2765764647248680394	|Post_Code: CZh-EsDl1XK	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2765763464524714152	|Post_Code: CZh9zejv9Co	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: [Null]	|City: [Null]	|Latitude: 38.3136459917	|Longitude: -78.6785888672
Post_ID: 2765728818550096913	|Post_Code: CZh17T-vUQR	|Place_Name: Blood Mountain Georgia Summit 4,459 ft	|Short_Name: Blood Mountain Georgia Summit 4	|Place_ID: 1996702553927602	|Address: Byron Reece trailhead parking, Byron Reece Memorial Trail,	|City: [Null]	|Latitude: 34.7398656407	|Longitude: -83.937333807
Post_ID: 2404805950604349891	|Post_Code: CFflkVXhJHD	|Place_Name: Appalachian Trail @ Weverton	|Short_Name: Appalachian Trail @ Weverton	|Place_ID: 358635611346272	|Address: Weverton Rd	|City: [Null]	|Latitude: 39.3320095691	|Longitude: -77.6765139705
Post_ID: 1984589680372768785	|Post_Code: BuKrcyrhmAR	|Place_Name: Frostburg, Maryland	|Short_Name: Frostburg	|Place_ID: 106219722741778	|Address: [Null]	|City: [Null]	|Latitude: 39.6567	|Longitude: -78.9272
Post_ID: 2765669232654156380	|Post_Code: CZhoYOSlAJc	|Place_Name: Damascus, Virginia	|Short_Name: Damascus	|Place_ID: 108242672533835	|Address: [Null]	|City: [Null]	|Latitude: 36.6339	|Longitude: -81.787
Post_ID: 2765658498895891891	|Post_Code: CZhl8Bsus2z	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: [Null]	|City: [Null]	|Latitude: 38.3136459917	|Longitude: -78.6785888672
Post_ID: 2765633307568121087	|Post_Code: CZhgNccliT_	|Place_Name: Clingmans Dome	|Short_Name: Clingmans Dome	|Place_ID: 131613013542662	|Address: [Null]	|City: [Null]	|Latitude: 35.5628344048	|Longitude: -83.4986177087
Post_ID: 2765629099348369743	|Post_Code: CZhfQNPJKFP	|Place_Name: White Mountains New Hampshire	|Short_Name: White Mountains New Hampshire	|Place_ID: 127167510650218	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2765624516382521858	|Post_Code: CZheNhBF3oC	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: [Null]	|City: [Null]	|Latitude: 34.5669730318	|Longitude: -84.2445586994
Post_ID: 2765617132664804007	|Post_Code: CZhciEZOFKn	|Place_Name: Ottawa, Ontario	|Short_Name: Ottawa	|Place_ID: 109870912368806	|Address: [Null]	|City: [Null]	|Latitude: 45.4167	|Longitude: -75.7
Post_ID: 2765592842678679845	|Post_Code: CZhXAmlObkl	|Place_Name: Ricketts Hard Cider	|Short_Name: Ricketts Hard Cider	|Place_ID: 324540898997	|Address: 4360 Red Rock Rd.	|City: Benton, Pennsylvania	|Latitude: 41.2020534	|Longitude: -76.379888
Post_ID: 2765555508859127393	|Post_Code: CZhOhUwLEZh	|Place_Name: Made in Germany	|Short_Name: Made in Germany	|Place_ID: 112595577193236	|Address: [Null]	|City: [Null]	|Latitude: 49.6107099381	|Longitude: 12.3046875
Post_ID: 2765551283616364155	|Post_Code: CZhNj1sFDZ7	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: [Null]	|City: [Null]	|Latitude: 35.5799	|Longitude: -82.5558
Post_ID: 2765543768926744203	|Post_Code: CZhL2fFrG6L	|Place_Name: White Mountains New Hampshire	|Short_Name: White Mountains New Hampshire	|Place_ID: 127167510650218	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2765533660192876325	|Post_Code: CZhJjYmLqcl	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2765527646140444608	|Post_Code: CZhIL3kuS_A	|Place_Name: Harpers Ferry, West Virginia	|Short_Name: Harpers Ferry	|Place_ID: 112061685476452	|Address: [Null]	|City: [Null]	|Latitude: 39.3254	|Longitude: -77.7436
Post_ID: 2765522553709381855	|Post_Code: CZhHBw4Lcjf	|Place_Name: Gooch Gap Shelter	|Short_Name: Gooch Gap Shelter	|Place_ID: 116437891800903	|Address: [Null]	|City: [Null]	|Latitude: 34.656005	|Longitude: -84.050239
Post_ID: 2765509417804618913	|Post_Code: CZhECnHPdyh	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 203617046913296	|Address: [Null]	|City: Roanoke, VA	|Latitude: 37.3929648522	|Longitude: -80.0370671418
Post_ID: 2765507216783830474	|Post_Code: CZhDilQLe3K	|Place_Name: Blue Ridge Parkway	|Short_Name: Blue Ridge Parkway	|Place_ID: 141273439246434	|Address: [Null]	|City: [Null]	|Latitude: 35.564797	|Longitude: -82.490222
Post_ID: 2765504158070806420	|Post_Code: CZhC2EmrReU	|Place_Name: Gooch Gap Shelter	|Short_Name: Gooch Gap Shelter	|Place_ID: 116437891800903	|Address: [Null]	|City: [Null]	|Latitude: 34.656005	|Longitude: -84.050239
Post_ID: 2765490029690466941	|Post_Code: CZg_oehlbJ9	|Place_Name: Pawling , New York	|Short_Name: Pawling 	|Place_ID: 107497872606046	|Address: [Null]	|City: [Null]	|Latitude: 41.5667	|Longitude: -73.6
Post_ID: 2765489289497967813	|Post_Code: CZg_dtKrHzF	|Place_Name: Appalachian Trail Boardwalk	|Short_Name: Appalachian Trail Boardwalk	|Place_ID: 861017654045449	|Address: CR-517	|City: [Null]	|Latitude: 41.2352316091	|Longitude: -74.4802643409
